,contrast,dissimilarity,homogeneity,ASM,energy,correlation,label
0,2316.3,23.288888888888888,0.17645352461505956,0.020632716049382716,0.14364092748719884,0.5780546203619873,Parasitized
1,2297.7254901960787,21.898039215686275,0.2937984272712197,0.05180315263360247,0.22760305936784433,0.6091180137329837,Parasitized
2,3397.8703703703704,31.907407407407412,0.21749787843894783,0.03959000152415791,0.1989723637195827,0.4795229898546371,Parasitized
3,2691.9398148148143,24.393518518518515,0.4554462511548592,0.18231577932098766,0.42698451883058675,0.6372336391880088,Parasitized
4,1688.1688034188037,14.38675213675214,0.3856177168688788,0.07147390240338956,0.26734603494981846,0.7906311202659372,Parasitized
5,1311.1944444444446,14.961111111111112,0.29980763710225256,0.0545871913580247,0.2336390193397171,0.7465365508115204,Parasitized
6,250.86133333333333,2.169777777777778,0.9454100091374549,0.8740322716049382,0.9348969310062678,0.8412251274056317,Parasitized
7,1891.3701298701299,19.01948051948052,0.2556849815835485,0.024181986844324505,0.15550558460815644,0.569622946601703,Parasitized
8,1528.906432748538,15.538011695906432,0.32916591600843265,0.054927157073971465,0.23436543489595787,0.7086025931044937,Parasitized
9,2246.2030075187968,23.729323308270676,0.20402806735658388,0.017419017468483237,0.1319811254251275,0.4587488622501909,Parasitized
10,397.82267361111116,2.7105208333333337,0.7819187104797254,0.19787754087094905,0.4448342847296609,0.9733748560119966,Parasitized
11,1408.7923875432527,15.788927335640139,0.2553224783897928,0.03189616982555286,0.17859498824309952,0.7142208221831099,Parasitized
12,248.91123321123325,2.4274725274725277,0.9003393333894367,0.7864509639051764,0.8868207056136975,0.8981570680062614,Parasitized
13,1344.4738095238097,13.616666666666667,0.372845439148115,0.08975056689342403,0.2995839897147777,0.7759179905271874,Parasitized
14,1658.3714285714286,14.900952380952381,0.46196773626108667,0.13900226757369616,0.3728300786869216,0.7553415949363983,Parasitized
15,2118.6357142857146,22.485714285714284,0.26546579250320773,0.040376275510204084,0.2009384868814436,0.5757621938706003,Parasitized
16,2383.1458333333335,21.541666666666668,0.28412275833147577,0.043661988811728385,0.2089545137385847,0.6410228398162962,Parasitized
17,1043.5073891625616,10.51231527093596,0.45937377889999054,0.1084195200077653,0.3292711952293509,0.8548476600533561,Parasitized
18,1774.514814814815,19.30740740740741,0.21499570906578766,0.027283950617283954,0.1651785416368723,0.6920766202774935,Parasitized
19,1936.3703703703704,18.275132275132275,0.2777293379040669,0.04075333837238598,0.20187456098376036,0.6959763311479404,Parasitized
20,578.4897260273972,5.431996086105674,0.7978096157293116,0.5900715089939148,0.768161121766726,0.8889902869392209,Parasitized
21,565.5382711224024,6.458471760797342,0.4579068967030935,0.08050055725744201,0.28372620121772685,0.9179178207313745,Parasitized
22,1087.9495967741934,11.014112903225806,0.4611563735726042,0.13706628837148804,0.3702246458185733,0.8184176729739229,Parasitized
23,1544.135294117647,16.49411764705882,0.3297517835146051,0.06106401384083045,0.2471113389564114,0.6867281875866601,Parasitized
24,312.08032128514054,3.1156349536075334,0.8661782024140681,0.7183255511528419,0.847540884649727,0.8987768023346658,Parasitized
25,598.336809945217,4.604193004635483,0.8584343694636962,0.6887015241526168,0.8298804276235323,0.8827236832881908,Parasitized
26,705.9354838709678,6.021252371916508,0.7766112530138907,0.5652906970464016,0.7518581628514793,0.8837945327480405,Parasitized
27,2163.3741496598636,19.727891156462583,0.3151290983813589,0.05853463834513397,0.24193932781822383,0.702193171389508,Parasitized
28,1824.55078125,19.85546875,0.2044006499964598,0.02292633056640625,0.151414433150893,0.5642675426053056,Parasitized
29,1886.6285714285716,18.355555555555554,0.27216705659099455,0.03933988410178887,0.19834284484646494,0.7016433183751489,Parasitized
30,1446.1533333333334,16.94,0.23940070036855654,0.019727777777777785,0.1404556078545025,0.6258283082809196,Parasitized
31,1899.9829059829062,19.564102564102566,0.265049163162196,0.03285484695741106,0.18125906034571365,0.6059132559226955,Parasitized
32,1571.8921052631576,15.986842105263158,0.33751433986720264,0.06783240997229918,0.26044655876455575,0.7320041061902813,Parasitized
33,1913.8966666666668,18.59666666666667,0.2564456974258603,0.03295555555555556,0.1815366507225347,0.6721565159353292,Parasitized
34,2026.1846405228757,17.942810457516337,0.4892182520104099,0.1771554209919262,0.42089834995153663,0.716119814002847,Parasitized
35,1707.3518518518517,16.913580246913583,0.36336236193468036,0.08203779911598841,0.2864224137807452,0.7722340337752369,Parasitized
36,1730.3744234800834,14.63270440251572,0.5893347328403612,0.30197029829164623,0.5495182420007968,0.7879694328818132,Parasitized
37,2048.0079744816585,16.318979266347686,0.5099957381361823,0.19635157925261174,0.44311576281217047,0.7794395434845753,Parasitized
38,2055.2307692307695,17.86013986013986,0.25242520525563916,0.02738520221037704,0.16548474917761166,0.6448715767987754,Parasitized
39,971.6765755053509,11.531510107015459,0.3013425641892302,0.030622906595822612,0.17499401874299192,0.753617836888585,Parasitized
40,374.4349332013855,3.629638792676893,0.8876529411465467,0.7573319932274699,0.8702482365552199,0.8683802852813819,Parasitized
41,1373.2075000000002,12.012500000000001,0.3658835457759633,0.05940000000000001,0.24372115213907883,0.8282994780049981,Parasitized
42,996.1128472222222,8.854166666666668,0.4813841855157399,0.07261789580922068,0.2694770784486515,0.8502187013849797,Parasitized
43,1451.785,12.708333333333332,0.6228999786367169,0.3426930555555555,0.585399910792234,0.8105760325579384,Parasitized
44,1550.1295546558704,14.906882591093119,0.2705134637690944,0.025348719041452892,0.15921281054441846,0.6958936263769281,Parasitized
45,906.4640088593578,7.376522702104099,0.7250108979620565,0.4640989981714699,0.6812481179214148,0.8860260250694053,Parasitized
46,1705.9208333333331,14.334722222222222,0.5545685490869678,0.20223668981481485,0.4497073379597167,0.7982183079882496,Parasitized
47,645.3747747747748,5.513513513513514,0.7911001557730256,0.5420229689148609,0.7362220921127407,0.895881074563871,Parasitized
