,entropy,mean,variance,skewness,kurtosis,correlation,energy,label
0,3.7102695,100.11282051282052,100.11282051282052,-1.0038434973078036,-0.5480831847873868,0.5780546203619873,0.14364092748719884,Parasitized
1,3.5695896,78.03676470588235,78.03676470588235,-0.37480694001758935,-1.315893720730791,0.6091180137329837,0.22760305936784433,Parasitized
2,3.3968863,86.68333333333334,86.68333333333334,-0.5576308612091603,-1.3107142111224777,0.4795229898546371,0.1989723637195827,Parasitized
3,2.8136725,55.68409586056645,55.68409586056645,0.36421049884564766,-1.5710038749231603,0.6372336391880088,0.42698451883058675,Parasitized
4,3.4879422,90.6358024691358,90.6358024691358,-0.5468511599954499,-1.453827965883325,0.7906311202659372,0.26734603494981846,Parasitized
5,3.6893964,75.18518518518519,75.18518518518519,-0.43827861730900336,-1.2790590460406015,0.7465365508115204,0.2336390193397171,Parasitized
6,0.45888877,6.865566556655666,6.865566556655666,3.9689326698585585,14.134927810203813,0.8412251274056317,0.9348969310062678,Parasitized
7,3.3077579,86.46060606060605,86.46060606060605,-1.065316035388638,-0.6590504152025427,0.569622946601703,0.15550558460815644,Parasitized
8,3.5935774,75.21388888888889,75.21388888888889,-0.49394761210731875,-1.3472645362556415,0.7086025931044937,0.23436543489595787,Parasitized
9,3.8833842,77.53333333333333,77.53333333333333,-0.4079999500446782,-0.8978828681405826,0.4587488622501909,0.1319811254251275,Parasitized
10,2.3865364,95.8771408839779,95.8771408839779,-0.1994317160079622,-1.948092809220285,0.9733748560119966,0.4448342847296609,Parasitized
11,3.7102957,88.0326797385621,88.0326797385621,-0.8550886506178745,-0.7546590049109287,0.7142208221831099,0.17859498824309952,Parasitized
12,0.8292126,11.604460518384569,11.604460518384569,2.8764255388134763,6.830468433444855,0.8981570680062614,0.8868207056136975,Parasitized
13,3.4750752,69.7632183908046,69.7632183908046,-0.18715250947397608,-1.5195572936516164,0.7759179905271874,0.2995839897147777,Parasitized
14,3.03908,65.00363636363636,65.00363636363636,-0.0684089557338699,-1.7492099516278747,0.7553415949363983,0.3728300786869216,Parasitized
15,3.7067347,74.24,74.24,-0.2990553386073467,-1.1979362476838034,0.5757621938706003,0.2009384868814436,Parasitized
16,3.7229464,84.9640522875817,84.9640522875817,-0.41499469615439616,-1.322118007094882,0.6410228398162962,0.2089545137385847,Parasitized
17,3.3795714,76.02873563218391,76.02873563218391,-0.3202839004492112,-1.6747072264071254,0.8548476600533561,0.3292711952293509,Parasitized
18,4.0072117,88.76140350877193,88.76140350877193,-0.48646957593550944,-1.0763884306478297,0.6920766202774935,0.1651785416368723,Parasitized
19,3.8261497,90.19047619047619,90.19047619047619,-0.6404319911302011,-1.1396502679548297,0.6959763311479404,0.20187456098376036,Parasitized
20,1.46144,26.244213509683515,26.244213509683515,1.5223433473256003,0.4973538539755271,0.8889902869392209,0.768161121766726,Parasitized
21,3.8270433,80.46841085271318,80.46841085271318,-0.29774502004877923,-1.4023048605232848,0.9179178207313745,0.28372620121772685,Parasitized
22,3.2640195,61.615234375,61.615234375,0.02194660758785549,-1.5972496407536783,0.8184176729739229,0.3702246458185733,Parasitized
23,3.5949256,67.81512605042016,67.81512605042016,-0.26531981028393015,-1.3936475886742496,0.6867281875866601,0.2471113389564114,Parasitized
24,1.0658252,15.64887794198139,15.64887794198139,2.2508778917852816,3.446804167196369,0.8987768023346658,0.847540884649727,Parasitized
25,1.1143277,21.294013534617388,21.294013534617388,2.0232207348298714,2.271845788334798,0.8827236832881908,0.8298804276235323,Parasitized
26,1.5416169,29.20845588235294,29.20845588235294,1.4252392116665717,0.2091791350707921,0.8837945327480405,0.7518581628514793,Parasitized
27,3.6963592,84.11201298701299,84.11201298701299,-0.4003448119903622,-1.470971222333612,0.702193171389508,0.24193932781822383,Parasitized
28,3.8319273,80.71323529411765,80.71323529411765,-0.6646313140760016,-0.7981645029040529,0.5642675426053056,0.151414433150893,Parasitized
29,3.670999,90.83035714285714,90.83035714285714,-0.6802712357157501,-1.1222384044365807,0.7016433183751489,0.19834284484646494,Parasitized
30,3.844155,85.209375,85.209375,-0.8987662769840798,-0.4090529101644931,0.6258283082809196,0.1404556078545025,Parasitized
31,3.8561857,76.49797570850203,76.49797570850203,-0.34408159751972156,-1.0997522035463119,0.6059132559226955,0.18125906034571365,Parasitized
32,3.6060753,73.35839598997494,73.35839598997494,-0.26789465859035666,-1.4479665891905422,0.7320041061902813,0.26044655876455575,Parasitized
33,3.9160032,85.41587301587302,85.41587301587302,-0.4755283250288581,-1.1870267216501704,0.6721565159353292,0.1815366507225347,Parasitized
34,2.8928823,57.18266253869969,57.18266253869969,0.27963298777738277,-1.6519789421792397,0.716119814002847,0.42089834995153663,Parasitized
35,3.4860435,80.2046783625731,80.2046783625731,-0.2810148021632665,-1.5652075953163391,0.7722340337752369,0.2864224137807452,Parasitized
36,2.4158554,51.40278917145201,51.40278917145201,0.5077315505164844,-1.6177431718541497,0.7879694328818132,0.5495182420007968,Parasitized
37,2.884986,66.06656346749226,66.06656346749226,0.16013398328465134,-1.8160484536328467,0.7794395434845753,0.44311576281217047,Parasitized
38,3.3315105,103.14102564102564,103.14102564102564,-1.2204786169524728,-0.35524735332500956,0.6448715767987754,0.16548474917761166,Parasitized
39,4.026304,76.17011494252874,76.17011494252874,-0.525238030121658,-0.7832287320312319,0.753617836888585,0.17499401874299192,Parasitized
40,0.8843681,12.776041666666666,12.776041666666666,2.8204840069077073,6.473509860254984,0.8683802852813819,0.8702482365552199,Parasitized
41,3.2368302,100.875,100.875,-0.8779060733051527,-1.133368544264387,0.8282994780049981,0.24372115213907883,Parasitized
42,3.2054691,87.13299663299664,87.13299663299664,-0.7636284531612454,-1.3042975874870764,0.8502187013849797,0.2694770784486515,Parasitized
43,2.1477232,46.7184,46.7184,0.6149346734179123,-1.5151048515501646,0.8105760325579384,0.585399910792234,Parasitized
44,3.4027767,99.60526315789474,99.60526315789474,-1.265187293714617,-0.2039046253062371,0.6958936263769281,0.15921281054441846,Parasitized
45,1.7926009,39.56553911205074,39.56553911205074,0.9975671470660418,-0.9053117059842526,0.8860260250694053,0.6812481179214148,Parasitized
46,2.6203132,64.1747311827957,64.1747311827957,0.08485681038750548,-1.896739807902795,0.7982183079882496,0.4497073379597167,Parasitized
47,1.4742897,31.82894736842105,31.82894736842105,1.2155314945645075,-0.4580691536090411,0.895881074563871,0.7362220921127407,Parasitized
48,3.0034993,74.80086580086581,74.80086580086581,-0.5482450169198595,-1.5654497129839235,0.7725110671127883,0.2905004231800164,Parasitized
49,3.0084121,60.6695652173913,60.6695652173913,0.22119295734614167,-1.6184578428559266,0.667456077997591,0.3930013483400226,Parasitized
50,3.5876467,75.00202429149797,75.00202429149797,-0.47776681553531836,-1.4023012505976058,0.6539906513971429,0.22703934118187166,Parasitized
51,3.5645616,84.49624060150376,84.49624060150376,-0.4559868585019464,-1.3443662277743116,0.7423253588792232,0.24603174603174602,Parasitized
52,3.0462449,107.21428571428571,107.21428571428571,-1.2075072544509668,-0.46417211028135297,0.5343106284375595,0.14382492168673522,Parasitized
53,2.6380172,64.6298076923077,64.6298076923077,0.24104709365814914,-1.8394196182094387,0.8980979154967849,0.5090414706427191,Parasitized
54,2.2558746,48.92693859255939,48.92693859255939,0.5807388137472295,-1.5690827058891776,0.9144221359834339,0.6008450307232052,Parasitized
55,3.144774,64.8110119047619,64.8110119047619,0.016589333183864456,-1.7086197432007928,0.7270266415912887,0.37287483762148665,Parasitized
56,2.6800914,56.3575,56.3575,0.4099877614611773,-1.6467921103485248,0.7441760629832234,0.4915467209022122,Parasitized
57,2.1494718,49.531893004115226,49.531893004115226,0.6832575487979426,-1.4179990767058126,0.8344654931661153,0.597879526480861,Parasitized
58,3.4901834,83.60133136094674,83.60133136094674,-0.4064125448087702,-1.6269790512897166,0.8768713221139433,0.3170009894929471,Parasitized
59,2.835308,85.58917480035493,85.58917480035493,-0.18723983400496122,-1.8789154854128995,0.7957799161502357,0.3786844006062963,Parasitized
60,1.7045165,31.122759856630825,31.122759856630825,1.3438763676666439,0.03814480055499425,0.8616647587345393,0.7199392731840493,Parasitized
61,2.4813623,66.83645833333334,66.83645833333334,0.20626834047596548,-1.8911509153323427,0.8166799073973932,0.47721476501368854,Parasitized
62,3.418636,75.46666666666667,75.46666666666667,-0.10523847648414092,-1.6425237104764874,0.7305455287046122,0.2895868324032798,Parasitized
63,2.5717254,92.93344848608007,92.93344848608007,-0.35017882880363405,-1.851137704450586,0.9662084256023656,0.40397712870733166,Parasitized
64,2.1238205,75.45378230522543,75.45378230522543,0.030932129138135343,-1.9812308512092713,0.9455139768976094,0.48972391958646033,Parasitized
65,1.6675158,40.509982174688055,40.509982174688055,0.9846287934899596,-0.9869167118744837,0.9323761845098885,0.6994654030311596,Parasitized
66,1.5339384,26.020639834881322,26.020639834881322,1.5589110234159027,0.7458195499947706,0.8021859531471274,0.7435354638194586,Parasitized
67,2.4315486,53.73427471116816,53.73427471116816,0.5076198978702746,-1.6159915408050667,0.8902513167320645,0.5595784393437558,Parasitized
68,3.1105466,67.00134952766531,67.00134952766531,0.04854770634050345,-1.7772547338252507,0.8663044464643547,0.41503319543221034,Parasitized
69,3.7950106,86.57894736842105,86.57894736842105,-0.5408689631475637,-1.2235036116453841,0.6640236253806634,0.19706349028774858,Parasitized
